317	87	19	3	(13,11),(4,16),(15,20)
318	88	268	3	(23,6),(105,13),(36,20)
321	89	249	1	(91,19)
327	90	165	7	(30,18),(159,15),(23,20),(57,8),(113,5),(38,17),(156,13)
329	91	300	0	
330	92	53	8	(16,10),(45,14),(30,10),(14,15),(45,5),(37,17),(8,9),(12,16)
330	93	130	7	(57,5),(30,8),(112,20),(124,20),(103,18),(59,13),(90,9)
330	94	232	3	(150,8),(13,17),(18,13)
336	95	104	1	(59,19)
337	96	86	7	(51,9),(6,20),(27,5),(83,11),(24,20),(18,16),(78,11)
339	97	43	6	(29,19),(4,5),(39,12),(8,15),(26,7),(16,8)
343	98	297	8	(208,17),(294,16),(245,5),(218,11),(218,6),(87,14),(109,9),(175,14)
344	99	257	2	(61,8),(207,19)
348	100	53	7	(47,20),(8,10),(46,15),(53,16),(35,17),(26,14),(49,10)
350	101	158	1	(99,18)
357	102	121	10	(33,17),(104,19),(31,12),(17,10),(59,19),(76,15),(48,7),(92,19),(10,11),(1,16)
364	103	64	9	(46,6),(45,17),(22,15),(59,13),(64,12),(40,17),(21,18),(21,7),(50,10)
367	104	48	1	(39,7)
371	105	179	3	(139,18),(141,6),(10,9)
378	106	184	7	(44,8),(56,19),(124,15),(87,20),(96,5),(67,20),(160,6)
384	107	29	10	(16,15),(26,17),(19,15),(27,12),(6,9),(28,13),(18,15),(24,12),(20,18),(23,12)
385	108	51	10	(22,8),(0,7),(31,18),(11,11),(27,5),(20,8),(24,12),(39,14),(39,9),(0,17)
390	109	252	0	
390	110	92	1	(15,20)
392	111	55	1	(48,6)
398	112	59	9	(20,20),(21,14),(23,8),(8,15),(22,5),(33,14),(7,10),(36,18),(57,14)
401	113	99	1	(34,16)
406	114	121	3	(73,15),(61,8),(92,5)
413	115	195	7	(131,12),(9,7),(91,20),(102,12),(150,14),(31,8),(88,11)
414	116	89	1	(47,11)
418	117	77	0	
422	118	91	10	(81,12),(27,6),(79,19),(87,15),(90,20),(73,13),(10,10),(39,12),(59,5),(83,16)
422	119	41	9	(10,15),(25,12),(27,15),(36,8),(20,9),(16,7),(37,17),(6,19),(22,10)
422	120	22	10	(20,15),(7,5),(0,13),(13,11),(8,5),(20,7),(13,16),(19,14),(22,5),(1,7)
429	121	93	0	
432	122	266	0	
433	123	18	6	(11,19),(6,20),(4,6),(13,13),(15,8),(13,8)
438	124	264	10	(98,13),(248,11),(3,15),(139,7),(42,17),(166,19),(140,18),(232,7),(23,6),(62,11)
438	125	214	9	(142,20),(182,14),(1,14),(142,7),(60,20),(90,5),(36,13),(143,16),(157,17)
442	126	273	0	
445	127	232	5	(42,14),(78,7),(27,10),(109,9),(30,20)
447	128	300	1	(76,13)
454	129	171	7	(123,16),(41,15),(170,12),(73,18),(139,14),(19,9),(133,12)
460	130	41	0	
464	131	179	5	(93,16),(172,19),(41,13),(4,12),(178,8)
468	132	274	6	(97,11),(24,7),(10,12),(84,16),(233,15),(203,11)
474	133	210	1	(57,8)
477	134	211	3	(153,15),(112,5),(153,15)
484	135	156	10	(110,18),(118,11),(36,8),(123,17),(7,5),(127,16),(130,8),(36,14),(3,12),(3,12)
485	136	185	9	(82,5),(37,11),(173,12),(97,6),(41,18),(108,5),(51,11),(140,20),(20,8)
492	137	291	9	(244,19),(239,9),(214,16),(129,7),(183,5),(193,14),(77,17),(0,5),(17,12)
494	138	46	0	
498	139	298	9	(124,20),(275,19),(16,8),(1,9),(260,18),(78,19),(257,17),(147,5),(275,9)
501	140	140	3	(84,7),(112,19),(23,14)
504	141	203	6	(94,11),(162,14),(132,9),(110,9),(120,10),(170,20)
504	142	148	3	(67,8),(39,19),(85,7)
509	143	115	2	(38,11),(92,12)
515	144	299	7	(62,15),(95,11),(151,12),(122,7),(294,6),(200,7),(175,10)
516	145	140	5	(129,10),(138,20),(41,7),(10,12),(47,18)
523	146	52	4	(12,18),(1,19),(42,15),(28,10)
525	147	190	3	(29,8),(146,18),(26,11)
527	148	272	2	(226,11),(253,7)
533	149	182	3	(167,9),(155,6),(82,12)
536	150	124	6	(76,15),(12,11),(55,12),(75,9),(106,16),(57,19)
536	151	213	7	(182,20),(150,9),(98,10),(69,7),(15,19),(157,17),(72,19)
541	152	292	8	(206,16),(57,11),(58,18),(253,14),(85,12),(273,14),(70,8),(222,17)
546	153	228	1	(71,15)
553	154	91	0	
556	155	260	9	(126,8),(54,17),(32,20),(140,12),(153,16),(100,8),(210,12),(163,5),(73,14)
563	156	52	10	(4,9),(13,17),(11,12),(25,12),(45,19),(19,10),(39,12),(4,20),(48,5),(31,12)
567	157	65	6	(25,17),(49,5),(25,17),(58,17),(62,5),(40,8)
574	158	278	5	(23,7),(64,7),(30,20),(14,9),(160,6)
576	159	130	0	
579	160	39	1	(38,13)
585	161	75	9	(50,16),(32,19),(71,20),(51,9),(63,8),(39,8),(61,9),(5,11),(5,15)
585	162	241	1	(231,6)
590	163	23	4	(10,20),(0,9),(21,20),(20,19)
592	164	43	2	(1,9),(25,12)
593	165	111	10	(73,10),(103,12),(58,7),(67,17),(32,9),(55,6),(74,5),(70,14),(1,8),(44,16)
599	166	139	9	(76,14),(101,16),(111,14),(73,17),(117,20),(58,15),(133,8),(17,16),(106,7)
600	167	256	6	(238,12),(199,8),(232,16),(46,10),(146,15),(72,10)
606	168	245	5	(221,17),(219,6),(72,6),(63,8),(215,17)
613	169	142	0	
616	170	162	5	(33,18),(119,9),(50,19),(109,19),(117,13)
620	171	131	10	(34,9),(84,6),(119,18),(83,7),(42,14),(31,13),(100,11),(92,6),(97,12),(13,9)
622	172	163	7	(142,17),(53,18),(126,17),(33,5),(45,12),(126,19),(7,20)
623	173	221	8	(191,12),(11,13),(183,12),(7,20),(212,19),(207,8),(120,8),(56,15)
628	174	162	7	(91,19),(114,7),(29,11),(115,14),(97,16),(0,13),(153,19)
628	175	147	8	(96,5),(31,8),(39,9),(3,10),(100,5),(51,19),(12,9),(128,7)
630	176	53	7	(31,14),(50,7),(21,20),(33,13),(21,20),(19,19),(15,17)
634	177	164	3	(43,11),(121,6),(38,8)
641	178	287	2	(13,19),(133,13)
644	179	192	0	
650	180	18	1	(5,14)
653	181	39	10	(30,9),(6,13),(25,9),(37,11),(19,11),(8,12),(16,9),(35,8),(36,9),(27,7)
659	182	179	0	
660	183	57	7	(3,14),(34,19),(32,17),(53,12),(22,17),(44,17),(9,12)
667	184	91	8	(71,11),(72,20),(88,13),(25,8),(71,16),(39,8),(47,18),(20,5)
667	185	134	7	(95,9),(69,9),(35,8),(4,18),(13,11),(47,20),(85,14)
671	186	79	0	
671	187	99	9	(84,15),(45,5),(40,8),(3,9),(69,9),(8,18),(39,17),(31,16),(1,13)
674	188	163	9	(163,6),(12,5),(130,5),(93,9),(142,17),(35,12),(33,10),(134,10),(156,12)
681	189	279	10	(177,18),(233,11),(30,9),(107,17),(26,6),(94,15),(43,17),(174,17),(160,20),(266,11)
685	190	200	10	(53,12),(129,14),(79,15),(48,12),(6,12),(59,7),(108,19),(93,19),(75,8),(192,6)
688	191	75	8	(21,16),(30,16),(8,8),(59,19),(73,19),(11,14),(65,5),(4,11)
693	192	101	8	(95,19),(37,5),(30,14),(68,13),(56,14),(76,12),(47,18),(13,7)
700	193	20	5	(15,15),(2,19),(15,20),(9,6),(3,9)
703	194	50	9	(45,16),(34,14),(9,11),(23,19),(22,5),(43,20),(31,15),(16,6),(37,15)
709	195	240	4	(226,19),(18,13),(155,8),(75,16)
713	196	30	2	(16,14),(21,18)
714	197	286	7	(271,5),(66,13),(240,13),(179,20),(108,13),(175,15),(158,20)
720	198	237	10	(53,16),(136,9),(175,12),(78,5),(211,5),(78,15),(228,9),(211,18),(156,14),(12,17)
722	199	194	2	(83,8),(112,11)
728	200	160	5	(40,14),(122,17),(41,18),(6,6),(46,10)
729	201	285	6	(176,13),(96,17),(168,18),(172,20),(230,17),(239,16)
732	202	183	4	(112,15),(168,19),(137,9),(0,5)
738	203	50	3	(30,14),(15,13),(36,13)
738	204	262	2	(92,6),(75,19)
743	205	116	4	(32,18),(34,10),(30,7),(75,6)
750	206	218	9	(20,17),(121,18),(186,9),(189,6),(147,9),(62,10),(10,7),(160,19),(68,18)
752	207	159	3	(9,9),(148,5),(156,16)
757	208	287	7	(45,20),(268,12),(37,18),(188,18),(259,5),(27,6),(41,14)
759	209	146	5	(101,13),(0,6),(64,15),(26,19),(144,19)
763	210	142	8	(47,19),(36,13),(15,19),(5,14),(0,11),(87,17),(79,19),(37,13)
763	211	220	8	(22,10),(120,13),(133,10),(208,18),(121,9),(215,12),(89,19),(114,8)
768	212	141	4	(103,19),(12,5),(81,14),(113,11)
768	213	257	2	(228,17),(12,11)
769	214	106	8	(23,8),(88,10),(37,5),(6,18),(56,15),(45,17),(27,14),(62,5)
775	215	75	5	(61,13),(53,5),(45,15),(51,8),(6,6)
776	216	139	5	(123,12),(66,9),(94,19),(79,12),(108,13)
782	217	128	7	(47,6),(75,8),(36,18),(102,8),(88,20),(96,11),(45,12)
786	218	225	6	(131,10),(9,12),(113,8),(124,6),(112,17),(86,15)
791	219	177	9	(48,18),(126,19),(69,9),(35,8),(115,13),(7,16),(56,11),(10,13),(43,13)
793	220	298	1	(67,12)
797	221	73	10	(30,14),(1,6),(22,17),(36,16),(56,12),(43,16),(62,19),(65,5),(58,8),(50,8)
804	222	289	8	(23,13),(106,13),(147,14),(151,18),(240,12),(51,6),(52,6),(175,12)
811	223	174	8	(5,11),(46,12),(70,6),(161,11),(88,7),(71,20),(91,6),(170,19)
814	224	188	6	(32,15),(48,9),(118,9),(19,13),(58,10),(183,11)
817	225	59	9	(56,18),(44,7),(18,16),(44,9),(42,19),(47,18),(46,7),(5,15),(20,13)
819	226	60	9	(18,18),(44,12),(30,8),(15,10),(13,14),(6,14),(14,14),(2,16),(57,12)
821	227	214	1	(173,16)
827	228	109	7	(31,7),(58,18),(76,12),(28,20),(17,11),(24,20),(54,16)
828	229	266	8	(166,9),(154,19),(77,10),(164,18),(259,6),(143,16),(216,16),(237,7)
832	230	269	2	(137,10),(126,5)
834	231	214	10	(176,8),(83,5),(24,17),(192,13),(90,20),(210,19),(105,20),(3,19),(53,19),(73,18)
838	232	128	10	(115,18),(9,6),(31,6),(3,9),(76,16),(60,16),(0,8),(110,20),(91,16),(122,6)
844	233	57	4	(28,10),(57,9),(33,11),(37,11)
846	234	191	5	(106,9),(58,14),(176,16),(70,9),(146,16)
852	235	14	10	(3,19),(0,7),(1,8),(1,19),(10,20),(3,18),(1,11),(5,8),(11,20),(12,9)
855	236	94	5	(77,11),(26,10),(57,9),(53,17),(28,18)
858	237	119	2	(69,15),(43,13)
862	238	61	3	(36,13),(42,15),(38,13)
866	239	68	10	(54,11),(23,12),(12,10),(41,14),(32,17),(28,7),(56,16),(53,5),(61,9),(59,13)
872	240	27	9	(19,19),(14,15),(6,6),(23,9),(1,7),(15,15),(22,6),(15,16),(24,10)
879	241	199	9	(179,7),(159,5),(171,5),(181,10),(16,14),(185,16),(76,12),(155,9),(16,12)
885	242	121	6	(66,18),(41,15),(20,6),(13,10),(26,11),(12,20)
885	243	18	9	(9,10),(8,7),(1,18),(3,20),(9,8),(0,7),(11,9),(10,16),(10,18)
885	244	280	5	(32,19),(201,19),(65,19),(91,15),(89,18)
891	245	24	5	(1,18),(9,6),(16,16),(0,7),(2,16)
898	246	86	1	(23,19)
905	247	278	8	(186,14),(59,15),(133,15),(79,6),(263,19),(4,16),(253,15),(202,17)
909	248	238	7	(133,15),(25,15),(238,6),(198,8),(78,12),(80,16),(173,7)
913	249	186	3	(62,8),(182,6),(57,5)
915	250	274	1	(174,11)
920	251	278	2	(132,10),(226,10)
923	252	83	10	(12,12),(50,19),(46,8),(32,17),(61,13),(62,6),(45,17),(79,5),(53,20),(3,20)
924	253	162	10	(22,18),(137,12),(107,12),(157,12),(139,10),(129,17),(72,6),(142,8),(29,10),(64,14)
926	254	288	4	(221,5),(234,5),(52,13),(99,8)
927	255	204	9	(63,16),(74,9),(110,9),(12,6),(134,11),(107,7),(10,11),(92,10),(3,15)
931	256	165	0	
937	257	32	6	(23,14),(8,12),(14,11),(5,15),(17,13),(14,18)
940	258	190	0	
947	259	142	8	(108,16),(33,7),(98,20),(100,17),(68,18),(79,14),(28,15),(114,15)
948	260	174	3	(163,10),(81,6),(140,15)
949	261	44	2	(18,12),(6,19)
949	262	130	9	(129,10),(12,15),(0,6),(112,16),(10,20),(19,7),(68,8),(79,20),(27,8)
75	242
160	195
171	88
180	141
241	28
297	177
320	68
376	235
450	48
500	241
538	1
563	258
578	50
668	38
754	262
760	10
768	249
808	113
893	245
907	131
